loss,val_loss
0.02242644689977169,0.003126957453787327
0.0007809002418071032,0.0020357738249003887
0.0004628351307474077,0.0011072790948674083
0.0002542523725423962,0.0005517626414075494
0.00018113690020982176,0.0004013072175439447
0.0001750277151586488,0.0003912290558218956
0.0001763842155924067,0.0003793105133809149
0.00017064584244508296,0.00035785723594017327
0.00016849795065354556,0.00035860654315911233
0.00016160811355803162,0.00034555525053292513
0.00016535879694856703,0.00036432166234590113
0.0001615720975678414,0.0003326542500872165
0.00016357260756194592,0.0003765373257920146
0.00015372488996945322,0.0003446517512202263
0.00015626534877810627,0.00031045166542753577
0.00015108012303244323,0.00030953693203628063
0.00014636661217082292,0.0003325944417156279
0.00014672582619823515,0.0002876545477192849
0.00013928930275142193,0.00026391836581751704
0.00013741188740823418,0.00027956231497228146
