Date,10 Yr,PC Corn Futures,PC Crude Oil Futures,PC Gold Futures,PC S&P 500,PC Federal Funds Rate,PC CPI,PC GDP Growth Rate,PC Labor Force Participation Rate,PC Residential,PC Change in private inventories,PC Intellectual property products
2007-01-03,4.67,1.473619125939487,2.7891647724414566,1.8055683815360868,-1.977720467808071,-0.2659663957467207,-0.7331820502393476,1.0330990649072151,-1.6379962390342035,2.048012085865645,0.32437898670692955,-0.11295661785485354
2007-01-04,4.62,1.4852685568921022,2.603500061705229,0.6716688056092152,-1.1351586524352655,-0.4391437089743721,0.09127172673718074,1.0447509407071047,-1.6322255735736968,2.003285736127478,0.3321585338987809,-0.1197288476962512
2007-01-05,4.65,1.4912758331617009,2.345828798965897,0.24347788238592616,-2.0196686271631497,-0.015562774813611416,2.0759082696360696,-1.333049244335086,-1.7871253010063972,1.9921109109237713,0.30939934900313953,-0.11469177709921782
2007-01-08,4.66,1.5007933952085404,2.4759649778234296,-0.3803078918652289,-0.729879507317332,-0.704715722016214,-0.2626859144813124,0.8402568115855301,-1.6306620868773858,2.0034345288672646,0.3245395593622904,-0.12165816770906569
2007-01-09,4.66,1.5038372977299912,2.5868229390740205,-0.09919459115031819,-0.5598388671887752,-0.9617884687704255,-0.8881650655094404,1.087693586914442,-1.6086424516611488,2.0159191749866374,0.3206275284514611,-0.12045756433616789
2007-01-10,4.69,1.4955577819667545,2.3722728215241267,-0.6879630399379103,-0.47016674611438625,-0.5507071146307921,1.3399252751283155,0.4609108840400957,-1.680054326600426,1.9535850833038106,0.3163237189048496,-0.1222722121715389
2007-01-11,4.74,1.4970234203715755,2.195523091816044,-1.6881441309658687,0.15477615015293267,-0.5216682387322523,2.414506874712937,0.5137361527587943,-1.692249460972203,1.9037568815293247,0.3149545213892777,-0.12658266172601404
2007-01-12,4.77,1.5295965223018004,2.062096043290314,-3.1792339902701334,1.096241513150654,-1.2242113477073684,1.4332633689781993,0.389426653015282,-1.6585665481105636,1.9103441176800995,0.31193610383718723,-0.13153255736602404
2007-01-16,4.75,1.4957484424709555,2.39972708734637,-0.6490479418902302,-0.3577967327300753,-0.6329570209064105,1.3420190327067119,0.4883943405346439,-1.6813791392797357,1.9503798991915218,0.31133441859686917,-0.12155896340849333
2007-01-17,4.79,1.51817399559291,2.348674745021153,-1.4849665063500088,0.0636106800419287,-1.1210033032160824,0.21410840968405911,0.3650735789242799,-1.6563243174486533,1.9738171236280166,0.30664193214741015,-0.12319654551953775
2007-01-18,4.75,1.4970725925927237,2.4454666892750523,-0.09936752407438014,-0.7037855740800417,-0.580342309135566,1.3505881570506792,0.16595161405291264,-1.6878950943981736,1.9659668533388828,0.3210286145193293,-0.1210859615621521
2007-01-19,4.78,1.5110857161455846,2.431652532425233,-1.0545798758164566,-0.447809941377917,-0.9626108479595498,-0.9106116256639324,0.8408084739582045,-1.6222235222650798,2.0126072209115207,0.31311575861355817,-0.1215552218452888
2007-01-22,4.76,1.502053997929754,2.5379825832005394,0.1130307458386611,-0.7688706209446802,-0.7964205396834025,0.3864941063134004,0.2588891878190492,-1.6693103448144107,1.9949422727671275,0.31599983871240706,-0.1190169259886826
2007-01-23,4.81,1.5259653300960823,2.2237151299814553,-2.4162734249152056,-0.014985081306459999,-1.1426132503966797,-0.5275263408124105,0.2296186735957977,-1.6580461205506103,1.9934695226332608,0.2959029122562514,-0.12279486407930382
2007-01-24,4.81,1.490040457416899,2.449838715411698,-0.48290004584573504,-1.1155849629875931,-0.40786632373189163,-0.5851133237152876,1.1140932225821225,-1.6298433702407968,2.0144526169041264,0.3194986505557545,-0.11982925485235088
2007-01-25,4.87,1.5113151551486887,2.524202119036052,-0.3801394039837266,-0.019485819042360915,-1.2126304407396091,1.1040722855425102,-0.14358085613157934,-1.705716088402406,1.9592931447830715,0.289762623146942,-0.117580302808879
2007-01-26,4.88,1.5005495695730304,2.4275516877307175,-0.40877384604426,-1.1493331177379382,-0.5751087205329083,0.241038964403494,-0.040395433016312814,-1.6949688726074514,2.006785708442687,0.3052870451608934,-0.11711612645378577
2007-01-29,4.9,1.4939843598467497,2.5576353693665785,0.20119873162734644,-0.8879267207421943,-0.6467382350507266,0.13364478150469938,0.6957416175071126,-1.6515069096277912,1.9985451722078271,0.3185260703112798,-0.11891876568262065
2007-01-30,4.88,1.5079005712903724,2.2097520969292592,-1.6551815203975613,-0.8896449714217928,-0.5072677403011887,0.32711415227447665,-0.03354465733991923,-1.6903039346825777,1.9938819634658222,0.30919959480858317,-0.12151693226859576
2007-01-31,4.83,1.5010148866132156,2.380341884208376,-1.3770174905323382,-0.3848400338225104,-0.7865376014054822,-0.32309992529419695,0.9157868707438739,-1.6488581320678244,1.9881403052227637,0.2963252653307527,-0.11967013062860782
2007-02-01,4.84,1.4526360969840677,2.288670437525807,-0.45675749766533275,-0.5681006588188175,-0.7165372410389761,-0.41569782244425424,1.2772733442520594,-1.8733917402772629,1.7244160167674965,0.25075090248159754,-0.07216197154964683
2007-02-02,4.83,1.450666465991227,2.083094054248306,-0.4861409185843193,-1.6943384819598621,-0.11318773997371918,1.1616161374387026,-0.5785009234238953,-1.9949546301806185,1.7259291592213224,0.24272252714780196,-0.06817427019095801
2007-02-05,4.81,1.4664791922241354,2.2419754853663245,-0.689307023786011,-0.2534930195784504,-0.9767479329011471,0.10161370177599464,0.6383833826175259,-1.8973194001481586,1.7120436491748492,0.24960215936412086,-0.07346977736049831
2007-02-06,4.77,1.4608562146215016,2.279626228514067,-0.32120773967421556,-0.738263979712557,-0.7855803586079034,-0.3624718493529692,0.720458570105226,-1.8902029012797292,1.7362037527247278,0.2544832299300062,-0.0720036878007721
2007-02-07,4.74,1.452911650160299,2.283783820375916,0.012519023303581843,-0.9194372854063616,-0.5659994224177608,0.17682813688430268,0.7323010535364636,-1.8984074951711438,1.7259004644781255,0.26173901005843375,-0.07235234817945897
2007-02-08,4.73,1.4775350736401287,2.079470702741002,-1.6391803055968783,-0.07146139531951902,-1.0607362143570291,0.46227785995254284,0.00646725519296964,-1.9338949359221858,1.701227405797265,0.23662585364017558,-0.07384286769995609
2007-02-09,4.79,1.4841752579112708,2.211684973303665,-1.258540847187604,0.5358303397062245,-1.4901271117889645,0.37303643967756533,0.2955060167713908,-1.9059032544715708,1.6904673500639713,0.23941614989210314,-0.07509009630518045
2007-02-12,4.8,1.4497759815514661,2.337090708246272,0.32282167763623704,-0.8909962112787339,-0.6143941041780479,0.7705773428061152,0.38977958410179386,-1.9344820734927848,1.7119717232045446,0.24647802548057166,-0.06909144125695299
2007-02-13,4.82,1.4580439268842518,2.027622256298831,-1.4800946563059763,-0.6745769077965548,-0.4636349668796514,0.7156394621796899,0.3721477869353253,-1.9344644490187977,1.7009825096514417,0.24557046905874022,-0.07371939111961237
2007-02-14,4.74,1.449877036233939,2.215884456508901,-0.6182472945497882,-0.6391699398922416,-0.5331333305067184,0.05298511072116418,1.2049569605754622,-1.882213495647221,1.712977729529641,0.256882163173061,-0.07371144762803303
2007-02-15,4.7,1.455398939798717,2.235587810153064,-0.4813927506883707,-0.7783410416448254,-0.6581567219585144,0.2896885760231897,0.45538117936817446,-1.9273842841581303,1.7183750989756568,0.2401892662749107,-0.06989315501516351
2007-02-16,4.69,1.4717163905349977,2.0619665483582965,-1.4235757127322868,-0.30730398105593515,-0.8488978784881558,0.9654275023529068,-0.15167443473345468,-1.9508475082367613,1.6946237543836153,0.24053074012500208,-0.07365199870347536
2007-02-20,4.68,1.4363751640467408,2.2441296050056003,0.3763807616562745,-1.6961641917544448,-0.03009300223566741,1.060611513952464,0.2016488784743475,-1.9604800053721403,1.7220323610750234,0.25114113524204645,-0.06779708245135337
2007-02-21,4.69,1.5027982745218351,2.052377283971443,-2.8162305613995846,1.5163820912258754,-1.9084236933553844,-0.2823232498575644,0.8106099279144423,-1.8555426550896594,1.6767953626922232,0.24204208781589148,-0.08163243259910423
2007-02-22,4.73,1.4652715405332062,2.1045920454393534,-1.098665265814751,-0.510751005087797,-0.73671893207389,1.0244200305857107,-0.11521985623983913,-1.9572124005594511,1.6971856462718806,0.23824483500599472,-0.0719560884014793
2007-02-23,4.68,1.4679215565255184,2.3032555838583444,-0.3300069263562987,-0.48894291341348656,-1.0164937748420044,-0.2793214729843755,0.5037687030496811,-1.896972236399263,1.7317837488043286,0.2496473495941969,-0.0717898179755173
2007-02-26,4.63,1.460527394754083,2.3098580888359885,-0.3762468660891557,-0.6111477958550933,-0.905582202688249,-0.3088533589691639,0.6066340364344541,-1.9087514323842574,1.7308717602346297,0.23675552279068474,-0.06918388253058005
2007-02-27,4.5,1.4901536838072356,2.7702500649434496,1.8322743969885946,-0.538133643857866,-2.042002052806346,-0.9303777963052717,-0.9290939896087034,-1.9484580042602853,1.7806780666743849,0.2174583322083222,-0.05998648442436624
2007-02-28,4.56,1.4321828358368276,2.0214923599724846,-0.9342521278398274,-1.499560552513308,0.1329240498397125,2.5019742936346634,-0.610087277399711,-2.05957684376087,1.6738257767405804,0.20424414034447377,-0.06326127147391339
2007-03-01,4.56,1.639963756317012,2.3989208751211013,0.47475932424772554,-1.5524687520271985,-0.42797016194526666,-0.00990635378061797,0.09771232021631573,-1.7166248995581421,1.4255799284907695,0.06217681612733164,-0.008723216592909894
2007-03-02,4.52,1.6379591966024805,2.4367200956533503,1.5585160522821977,-2.33217143297201,-0.1545770695580999,0.9988845002634972,-0.9974966477043518,-1.7741798873477603,1.4343376610524994,0.07376334431115593,-0.006538260822924027
2007-03-05,4.51,1.6560811665448527,2.3200227704788494,-0.058449221899021964,-0.45966423465678036,-0.8670290239087017,1.4068919351884581,-0.28025467833333967,-1.7313992267596436,1.366980264125554,0.06602156143705419,-0.014234201428887882
